Date,RM,RMF,Sec. cla fan,Raw mill-Aux,Total,Day,Month,Year,AVERAGE,CM,CMF,Coal mill-Aux,Total,Day,Month,Year,AVERAGE,IDF,BHF,MD,Cooler fans Clinker Tr.,Kiln-1-Aux,Total,DAY,MONTH,YEAR,AVERAGE,ZM,ZMF,Cement Mill-1-Aux,Total,DAY,MONTH,YEAR,AVERAGE
30-06-2022,1109,1548,288,431,3377,30,6,2022,844.1770833,226,405,62,694,23,4,1902,231.3333333,1029,522,159,950,826,3486,18,8,1900,580.9444444,2195,757,380,3332,2,8,1901,832.8842105
01-07-2022,1166,1628,291,433,3517,1,7,2022,879.34375,229,392,65,685,28,5,1902,228.496124,1033,504,155,940,825,3457,15,8,1900,576.1388889,2087,780,366,3232,29,7,1901,808.0729167
02-07-2022,1187,1644,289,434,3554,2,7,2022,888.5744681,242,387,66,695,6,6,1902,231.7117117,1128,571,158,964,807,3628,18,8,1900,604.6319444,2535,686,462,3683,26,8,1901,920.7865169
03-07-2022,1130,1635,281,426,3473,3,7,2022,868.1666667,247,404,66,716,17,5,1902,238.8078431,1127,568,152,970,822,3639,25,8,1900,606.5208333,2338,698,429,3465,28,8,1901,866.1875
04-07-2022,1139,1650,299,423,3511,4,7,2022,877.673913,235,395,62,691,26,5,1902,230.4313725,1193,590,150,970,824,3726,17,8,1900,620.9513889,2332,707,444,3483,11,9,1901,870.7083333
05-07-2022,1088,1629,280,412,3408,5,7,2022,852.09375,233,430,64,727,1,5,1902,242.3822222,1186,618,174,929,811,3718,29,8,1900,619.6111111,2298,838,378,3514,10,9,1901,878.4583333
06-07-2022,1113,1631,296,428,3468,6,7,2022,867.0978261,237,406,61,704,16,5,1902,234.530303,1220,627,194,922,818,3782,21,8,1900,630.3402778,2289,685,415,3389,21,9,1901,847.25
07-07-2022,1100,1659,320,538,3616,7,7,2022,904.1162791,233,410,63,706,22,6,1902,235.3548387,1143,609,171,1007,891,3821,22,8,1900,636.7901235,2065,794,385,3244,27,9,1901,810.9791667
08-07-2022,1110,1648,311,432,3501,8,7,2022,875.2840909,229,392,56,676,24,5,1902,225.4345992,1213,635,158,962,814,3782,12,8,1900,630.3125,2142,677,417,3237,21,9,1901,809.1354167
09-07-2022,1118,1670,320,430,3538,9,7,2022,884.3764706,230,395,65,690,2,6,1902,230,1213,612,165,977,799,3766,17,8,1900,627.6666667,1961,953,467,3381,18,9,1901,845.2765957
10-07-2022,1136,1633,286,453,3509,10,7,2022,877.25,193,391,62,646,26,5,1902,215.254902,1253,693,172,1384,1162,4664,2,8,1900,777.3214286,2191,768,431,3390,15,2,1902,847.3854167
11-07-2022,0,0,0,0,0,11,7,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2167,786,425,3378,0,1,1900,844.4166667
12-07-2022,0,0,0,0,0,12,7,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
13-07-2022,0,0,0,0,0,13,7,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
14-07-2022,0,0,0,0,0,14,7,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
15-07-2022,0,0,0,0,0,15,7,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2115,935,476,3526,0,1,1900,881.525641
16-07-2022,0,0,0,0,0,16,7,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2363,878,473,3715,0,1,1900,928.71875
17-07-2022,0,0,0,0,0,17,7,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2104,760,488,3353,0,1,1900,838.2842105
18-07-2022,0,0,0,0,0,18,7,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2340,771,425,3536,0,1,1900,883.9791667
19-07-2022,0,0,0,0,0,19,7,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2197,777,432,3406,0,1,1900,851.5434783
20-07-2022,0,0,0,0,0,20,7,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2225,780,421,3426,0,1,1900,856.375
21-07-2022,0,0,0,0,0,21,7,2022,0,88,454,100,641,0,1,1900,213.7,0,0,0,0,0,0,31,7,1900,0,2212,796,444,3452,0,1,1900,862.9787234
22-07-2022,1161,1622,333,469,3585,22,7,2022,896.1904762,199,394,72,665,14,6,1902,221.7142857,1101,553,157,882,800,3493,8,8,1900,582.1203704,2341,842,441,3624,4,8,1901,905.8854167
23-07-2022,1155,1591,287,431,3464,23,7,2022,866,261,378,81,720,15,5,1902,240.0615385,1202,531,176,994,675,3578,27,8,1900,596.2569444,2315,785,491,3592,18,8,1901,898.0416667
24-07-2022,1165,1583,291,420,3459,24,7,2022,864.8333333,259,399,76,734,13,5,1902,244.6862745,1277,550,182,978,691,3677,31,8,1900,612.8888889,2352,836,400,3588,3,9,1901,896.9895833
25-07-2022,1165,1573,301,430,3469,25,7,2022,867.1354167,253,392,77,722,16,5,1902,240.5714286,1234,540,190,949,677,3589,27,8,1900,598.1944444,2381,791,412,3584,20,8,1901,896.0652174
26-07-2022,1138,1592,327,448,3505,26,7,2022,876.2068966,263,400,76,739,25,5,1902,246.2828283,1123,528,195,967,678,3492,2,9,1900,581.9652778,2279,770,388,3437,3,8,1901,859.28125
27-07-2022,1153,1590,318,444,3505,27,7,2022,876.2857143,270,396,74,740,25,5,1902,246.7076923,1178,557,186,997,678,3596,2,9,1900,599.2916667,2246,748,411,3405,21,8,1901,851.3020833
28-07-2022,1169,1609,326,458,3563,28,7,2022,890.6511628,261,376,73,711,8,6,1902,236.9201878,1255,589,189,1008,681,3721,23,8,1900,620.1666667,2303,732,424,3460,11,9,1901,864.8958333
29-07-2022,1165,1568,324,430,3487,29,7,2022,871.71875,268,401,73,742,20,5,1902,247.3142857,1376,613,179,1021,713,3901,3,9,1900,650.2361111,2289,818,365,3473,11,10,1901,868.1458333
30-07-2022,1189,1564,308,456,3517,30,7,2022,879.2291667,267,390,72,729,28,5,1902,242.8888889,1409,642,175,995,692,3914,29,8,1900,652.3125,2292,764,424,3479,13,10,1901,869.8541667
31-07-2022,1169,1586,320,453,3528,31,7,2022,881.988764,272,414,75,761,30,5,1902,253.6888889,1348,638,180,1001,719,3886,9,9,1900,647.6527778,2276,773,403,3452,8,10,1901,862.8958333
01-08-2022,1177,1564,287,461,3489,1,8,2022,872.1914894,284,398,72,754,21,5,1902,251.3043478,1514,646,188,982,724,4054,7,9,1900,675.6041667,2230,753,420,3403,5,11,1901,850.6458333
02-08-2022,1167,1597,316,471,3552,2,8,2022,887.9210526,257,409,68,734,5,6,1902,244.7741935,1319,626,177,990,674,3786,31,8,1900,631.0740741,2128,734,398,3259,22,9,1901,814.84375
03-08-2022,1193,1570,297,451,3511,3,8,2022,877.8602151,266,407,76,749,26,5,1902,249.7464789,1265,573,189,961,672,3659,5,9,1900,609.8402778,2015,830,405,3249,31,8,1901,812.3478261
04-08-2022,1199,1742,286,483,3711,4,8,2022,927.6421053,276,421,82,779,15,7,1902,259.7487923,1372,620,189,1005,716,3902,15,9,1900,650.3125,1981,1320,1243,4544,11,10,1901,1136.083333
05-08-2022,1199,1792,296,486,3773,5,8,2022,943.3645833,268,413,76,757,31,7,1902,252.1904762,1361,617,170,1027,685,3858,8,9,1900,643.0625,2190,850,455,3495,4,10,1901,873.7045455
06-08-2022,1182,1794,326,468,3771,6,8,2022,942.6770833,277,398,71,746,30,7,1902,248.7777778,1471,635,175,1003,690,3974,4,9,1900,662.3611111,2177,818,403,3398,23,10,1901,849.4895833
07-08-2022,1179,1774,323,488,3764,7,8,2022,940.9375,283,419,76,777,28,7,1902,259.0877193,1515,664,189,1030,710,4108,15,9,1900,684.6597222,2093,786,438,3317,14,11,1901,829.3020833
08-08-2022,1176,1774,298,488,3736,8,8,2022,934.1041667,279,404,82,766,22,7,1902,255.2511416,1480,662,177,980,699,3999,11,9,1900,666.4444444,2050,798,410,3257,27,10,1901,814.2795699
09-08-2022,1127,1651,288,452,3518,9,8,2022,879.40625,283,406,81,770,28,5,1902,256.7536232,1386,648,173,959,703,3868,12,9,1900,644.6736111,1912,793,402,3107,5,10,1901,776.7553191
10-08-2022,1106,1475,298,434,3314,10,8,2022,828.4791667,230,418,79,726,7,4,1902,242.1075269,1433,660,162,1005,711,3971,29,8,1900,661.75,1929,798,356,3082,22,10,1901,770.4583333
11-08-2022,1098,1538,295,444,3375,11,8,2022,843.7263158,191,419,77,687,22,4,1902,229.1264368,1346,655,170,956,693,3820,16,8,1900,636.5833333,1919,860,420,3199,27,9,1901,799.8068182
12-08-2022,1106,1565,318,449,3437,12,8,2022,859.3297872,220,429,72,722,8,5,1902,240.516129,1382,662,181,991,689,3905,27,8,1900,650.7638889,1948,879,377,3204,11,10,1901,800.9680851
13-08-2022,1108,1634,314,447,3503,13,8,2022,875.8645833,226,422,77,724,24,5,1902,241.4222222,1414,668,172,1009,681,3943,28,8,1900,657.1388889,1846,892,405,3143,18,10,1901,785.7936508
14-08-2022,1142,1736,291,460,3629,14,8,2022,907.25,230,415,81,726,25,6,1902,242,1387,661,154,991,698,3891,29,8,1900,648.5,1887,896,425,3208,9,10,1901,802
15-08-2022,1148,1756,310,439,3654,15,8,2022,913.5625,224,421,76,721,1,7,1902,240.4622222,1415,661,155,1021,692,3943,27,8,1900,657.1805556,1834,961,436,3231,18,10,1901,807.7692308
16-08-2022,1145,1750,321,460,3676,16,8,2022,919.0208333,234,419,85,738,7,7,1902,245.9215686,1435,666,173,1018,698,3990,1,9,1900,665.0069444,2039,864,421,3324,26,10,1901,830.8791209
17-08-2022,1153,1741,318,456,3668,17,8,2022,917.0208333,231,424,89,744,5,7,1902,248.1568627,1446,675,169,1032,698,4020,4,9,1900,670.0486111,1990,967,465,3422,31,10,1901,855.525
18-08-2022,1139,1785,348,481,3753,18,8,2022,938.2954545,226,418,77,721,26,7,1902,240.4975124,1420,683,169,1008,699,3978,27,8,1900,662.9305556,1520,1100,1349,3969,23,10,1901,992.25
19-08-2022,1103,1724,320,427,3575,19,8,2022,893.6666667,237,402,72,712,11,6,1902,237.2338308,1363,660,170,1006,672,3871,24,8,1900,645.0972222,2025,773,411,3208,6,10,1901,802.1145833
20-08-2022,1111,1731,303,448,3594,20,8,2022,898.4193548,214,408,72,694,16,6,1902,231.2463768,1372,655,161,1038,676,3902,18,8,1900,650.25,2022,855,395,3272,11,10,1901,818
21-08-2022,1129,1733,338,437,3637,21,8,2022,909.1914894,248,419,88,755,27,6,1902,251.5208333,1368,670,166,1022,666,3891,7,9,1900,648.5486111,2100,791,431,3322,9,10,1901,830.5319149
22-08-2022,1106,1721,352,436,3615,22,8,2022,903.8617021,225,413,75,714,21,6,1902,237.8666667,1372,658,159,1038,685,3912,24,8,1900,651.9166667,2091,808,418,3316,12,10,1901,829.0833333
23-08-2022,1117,1711,346,430,3603,23,8,2022,900.7708333,218,406,77,701,18,6,1902,233.7117117,1370,627,175,1046,678,3895,20,8,1900,649.1875,2145,812,424,3381,10,10,1901,845.3020833
24-08-2022,1095,1760,363,454,3671,24,8,2022,917.8505747,198,420,88,707,5,7,1902,235.5609756,1373,580,163,1029,674,3818,22,8,1900,636.375,2093,785,455,3333,27,9,1901,833.1354167
25-08-2022,1111,1723,346,427,3607,25,8,2022,901.827957,163,428,85,676,19,6,1902,225.2463768,1371,566,157,1034,678,3806,12,8,1900,634.2708333,2278,843,406,3527,25,9,1901,881.65625
26-08-2022,1208,1788,372,504,3871,26,8,2022,967.862069,154,450,95,698,24,8,1902,232.8230453,1311,531,159,985,691,3677,19,8,1900,612.7916667,2088,794,416,3297,3,9,1901,824.25
27-08-2022,1212,1782,351,431,3775,27,8,2022,943.7978723,153,435,88,676,31,7,1902,225.4883721,1473,514,160,957,749,3852,12,8,1900,642.0208333,2156,799,402,3357,3,10,1901,839.21875
28-08-2022,1228,1803,359,452,3842,28,8,2022,960.6111111,152,438,97,687,17,8,1902,228.9477912,1465,513,159,978,741,3855,15,8,1900,642.5277778,2368,833,417,3618,3,10,1901,904.46875
29-08-2022,1180,1766,325,434,3705,29,8,2022,926.21875,159,427,88,674,14,7,1902,224.6021505,1416,485,148,977,749,3774,11,8,1900,629.0625,2142,761,404,3307,20,9,1901,826.78125
30-08-2022,1148,1762,360,435,3705,30,8,2022,926.2365591,150,421,96,667,14,7,1902,222.3686275,1311,490,162,1005,742,3709,9,8,1900,618.2430556,2085,765,429,3279,9,9,1901,819.75
31-08-2022,1126,1747,351,442,3667,31,8,2022,916.7083333,142,436,91,670,4,7,1902,223.1666667,1325,475,180,974,756,3711,10,8,1900,618.4861111,2156,831,417,3404,9,9,1901,850.9574468
01-09-2022,1165,1774,348,433,3721,1,9,2022,930.1684211,160,421,85,666,18,7,1902,221.8754579,1284,467,164,959,758,3633,8,8,1900,605.4166667,2107,769,406,3282,27,8,1901,820.4479167
02-09-2022,1162,1759,395,505,3821,2,9,2022,955.3088235,151,432,88,671,12,8,1902,223.5602837,1261,486,158,991,740,3636,10,8,1900,606.0555556,2098,781,406,3285,28,8,1901,821.3020833
03-09-2022,1150,1764,362,463,3738,3,9,2022,934.5121951,155,429,93,677,22,7,1902,225.8084291,1286,497,166,1006,735,3689,12,8,1900,614.8611111,2288,867,417,3571,5,9,1901,892.8602151
04-09-2022,1127,1804,399,470,3800,4,9,2022,949.9620253,149,427,84,660,6,8,1902,219.9101124,1289,515,150,992,740,3687,6,8,1900,614.4930556,2175,751,414,3340,5,9,1901,834.9375
05-09-2022,1102,1833,427,515,3877,5,9,2022,969.2833333,151,426,85,661,26,8,1902,220.4057971,1287,515,150,999,667,3619,7,8,1900,603.0833333,2174,749,395,3318,25,8,1901,829.4583333
06-09-2022,1133,1797,403,503,3836,6,9,2022,958.921875,141,434,87,661,15,8,1902,220.3851852,1256,490,146,985,655,3531,7,8,1900,588.5277778,2222,671,433,3325,10,8,1901,831.3645833
07-09-2022,1158,1774,359,493,3784,7,9,2022,946.0833333,150,449,98,697,3,8,1902,232.4390244,1278,506,157,979,665,3585,19,8,1900,597.4791667,0,0,0,0,19,8,1901,0
08-09-2022,1157,1764,351,434,3706,8,9,2022,926.5744681,157,433,99,689,14,7,1902,229.7163121,1336,454,146,1009,671,3616,16,8,1900,602.6527778,2106,868,422,3396,24,8,1901,849.0744681
09-09-2022,1108,1731,349,467,3655,9,9,2022,913.872093,164,434,101,699,1,7,1902,232.9268293,1361,501,159,1026,678,3726,19,8,1900,621,2206,784,453,3443,12,9,1901,860.8210526
10-09-2022,1148,1757,346,439,3690,10,9,2022,922.4895833,172,428,100,700,10,7,1902,233.2,1438,481,159,1024,685,3788,20,8,1900,631.2569444,2205,800,487,3491,22,9,1901,872.8526316
11-09-2022,1187,1770,362,467,3786,11,9,2022,946.5238095,154,424,94,673,3,8,1902,224.1904762,1455,489,161,1022,686,3813,11,8,1900,635.4722222,2214,854,415,3483,26,9,1901,870.6458333
12-09-2022,1117,1757,379,488,3741,12,9,2022,935.2647059,190,373,86,649,23,7,1902,216.4888889,1407,570,154,1041,665,3837,3,8,1900,639.5625,2217,704,463,3384,30,9,1901,845.8958333
13-09-2022,1114,1736,357,535,3743,13,9,2022,935.7115385,193,362,93,648,23,7,1902,215.9844961,1387,544,138,1060,660,3789,2,8,1900,631.4652778,2330,855,448,3633,22,9,1901,908.2708333
14-09-2022,1142,1737,334,456,3669,14,9,2022,917.1914894,176,366,84,627,5,7,1902,208.8592593,1433,495,151,1015,676,3770,26,7,1900,628.2708333,2344,855,588,3788,19,9,1901,946.9479167
15-09-2022,1149,1691,311,452,3603,15,9,2022,900.7032967,158,368,87,613,18,6,1902,204.4018265,1393,549,141,913,670,3666,22,7,1900,610.9652778,2178,856,434,3468,1,9,1901,867.0208333
16-09-2022,1157,1699,371,450,3677,16,9,2022,919.3595506,167,388,88,643,7,7,1902,214.4040404,1386,550,150,871,665,3621,1,8,1900,603.5763889,2063,793,448,3305,25,8,1901,826.1458333
17-09-2022,1157,1688,366,456,3667,17,9,2022,916.75,182,379,88,649,4,7,1902,216.3333333,1383,562,166,881,662,3654,3,8,1900,609,2101,805,410,3316,31,8,1901,829
18-09-2022,1110,1633,385,442,3570,18,9,2022,892.4864865,175,379,85,638,10,6,1902,212.8235294,1393,551,176,979,676,3774,30,7,1900,629.0694444,2147,775,460,3382,20,9,1901,845.4791667
19-09-2022,1107,1792,395,587,3881,19,9,2022,970.3658537,184,385,91,660,27,8,1902,220.1367521,1285,548,158,990,696,3676,7,8,1900,612.7272727,2384,840,478,3702,3,9,1901,925.40625
20-09-2022,1107,1792,395,587,3881,20,9,2022,970.3658537,184,385,91,660,27,8,1902,220.1367521,1285,548,158,990,696,3676,7,8,1900,612.7272727,2384,840,478,3702,3,9,1901,925.40625
21-09-2022,1164,1684,354,521,3723,21,9,2022,930.8333333,232,367,75,674,18,7,1902,224.7555556,1292,565,183,923,633,3596,11,8,1900,599.3680556,2267,823,427,3517,21,8,1901,879.1666667
22-09-2022,1151,1751,347,449,3697,22,9,2022,924.3409091,257,358,83,699,12,7,1902,232.8541667,1251,513,206,948,665,3583,19,8,1900,597.125,2333,801,450,3584,19,8,1901,895.8958333
23-09-2022,1183,1777,334,444,3738,23,9,2022,934.6025641,254,376,69,700,22,7,1902,233.1689498,1236,524,186,917,652,3513,20,8,1900,585.5694444,0,0,0,0,7,8,1901,0
24-09-2022,1144,1761,372,442,3720,24,9,2022,929.9310345,259,383,71,713,17,7,1902,237.5,1273,551,186,915,667,3591,24,8,1900,598.5684211,2144,863,418,3425,20,8,1901,856.3333333
25-09-2022,1156,1771,365,433,3726,25,9,2022,931.4505495,256,388,77,721,19,7,1902,240.3333333,1270,559,188,910,664,3591,27,8,1900,598.5138889,2133,842,406,3381,20,8,1901,845.1458333
26-09-2022,1215,1893,387,470,3965,26,9,2022,991.2650602,221,374,75,670,17,9,1902,223.3051643,1292,571,175,930,668,3635,10,8,1900,605.8194444,2275,812,420,3506,27,8,1901,876.5104167
27-09-2022,1179,1753,335,467,3733,27,9,2022,933.1549296,217,402,77,696,21,7,1902,232.1129944,1237,563,168,911,650,3530,19,8,1900,588.3472222,2262,823,425,3510,10,8,1901,877.46875
28-09-2022,1165,1756,357,499,3776,28,9,2022,944.078125,206,395,82,682,1,8,1902,227.4285714,1238,569,175,953,628,3562,14,8,1900,593.6666667,2123,856,437,3416,15,8,1901,854
29-09-2022,1164,1778,337,452,3731,29,9,2022,932.8555556,222,401,76,699,20,7,1902,233.0752688,1322,532,174,968,655,3651,20,8,1900,608.5069444,2111,846,413,3371,30,8,1901,842.7052632
30-09-2022,1143,1801,375,513,3832,30,9,2022,958.0909091,223,411,75,708,15,8,1902,236.0606061,1298,554,184,957,655,3647,23,8,1900,607.875,2152,842,410,3403,29,8,1901,850.8229167
01-10-2022,1163,1817,362,468,3810,1,10,2022,952.5,216,379,75,670,9,8,1902,223.3333333,1304,554,189,967,698,3712,10,8,1900,618.6666667,2253,836,404,3493,9,9,1901,873.25
02-10-2022,1179,1818,370,505,3872,2,10,2022,968.1232877,231,405,75,711,25,8,1902,236.9353234,1328,598,193,958,686,3763,23,8,1900,627.1736111,2309,799,443,3551,18,9,1901,887.7291667
03-10-2022,1149,1810,373,489,3821,3,10,2022,955.25,242,416,74,732,12,8,1902,244,1371,614,202,972,686,3845,31,8,1900,640.8333333,2270,841,424,3535,1,10,1901,883.75
04-10-2022,1174,1793,323,457,3747,4,10,2022,936.6741573,226,391,67,684,24,7,1902,227.85,1388,590,191,967,697,3833,14,8,1900,638.9097222,2220,812,398,3430,29,9,1901,857.53125
05-10-2022,1136,1768,341,470,3715,5,10,2022,928.8690476,243,402,73,718,16,7,1902,239.2,1427,627,203,950,704,3911,26,8,1900,651.8611111,0,0,0,0,12,10,1901,0
06-10-2022,1118,1776,361,479,3734,6,10,2022,933.3780488,251,418,74,744,21,7,1902,247.8787879,1526,646,209,936,698,4015,3,9,1900,669.2222222,2141,825,410,3377,30,10,1901,844.1789474
07-10-2022,1141,1737,329,438,3645,7,10,2022,911.1979167,243,415,71,729,29,6,1902,243.0333333,1485,606,204,904,710,3908,30,8,1900,651.3125,2276,821,406,3503,12,10,1901,875.7916667
08-10-2022,1136,1777,379,530,3821,8,10,2022,955.3571429,254,404,71,729,12,8,1902,242.9457364,1465,586,192,916,696,3855,29,8,1900,642.4513889,2217,823,418,3458,3,10,1901,864.3958333
09-10-2022,1166,1767,329,462,3725,9,10,2022,931.1489362,238,393,91,721,19,7,1902,240.4313725,1496,580,198,997,703,3974,27,8,1900,662.375,2122,838,426,3386,23,10,1901,846.5208333
10-10-2022,1197,1760,317,482,3756,10,10,2022,938.9042553,240,425,87,752,26,7,1902,250.530303,1552,575,196,989,734,4046,6,9,1900,674.3194444,2090,845,416,3351,4,11,1901,837.7659574
11-10-2022,1153,1776,334,474,3738,11,10,2022,934.3956044,237,441,90,768,22,7,1902,256.05,1475,610,180,940,731,3936,12,9,1900,655.9375,2102,863,425,3390,16,10,1901,847.5164835
12-10-2022,1194,1756,373,465,3788,12,10,2022,946.9550562,232,450,92,774,3,8,1902,258.0175439,1493,594,179,916,726,3909,14,9,1900,651.4930556,2237,840,456,3532,12,10,1901,882.96875
13-10-2022,1160,1787,378,499,3825,13,10,2022,956.1794872,237,452,94,783,13,8,1902,261.0348259,1553,611,169,940,711,3984,17,9,1900,664.0069444,2239,919,529,3687,25,10,1901,921.7738095
14-10-2022,1174,1749,342,460,3724,14,10,2022,930.9042553,245,425,75,745,18,7,1902,248.4057971,1569,602,217,971,712,4070,4,9,1900,678.3611111,2408,855,476,3738,8,11,1901,934.6
15-10-2022,1164,1746,349,448,3707,15,10,2022,926.7340426,226,428,93,747,14,7,1902,248.9166667,1553,653,182,932,727,4046,4,9,1900,674.4097222,2164,843,490,3497,4,11,1901,874.1489362
16-10-2022,1167,1756,354,462,3740,16,10,2022,934.9204545,250,427,89,766,22,7,1902,255.203252,1510,629,189,888,715,3930,11,9,1900,655.0069444,2158,824,515,3496,16,10,1901,874.1046512
17-10-2022,1171,1756,349,480,3756,17,10,2022,938.9462366,248,412,79,740,26,7,1902,246.5891473,1535,624,194,941,742,4035,2,9,1900,672.4791667,2180,824,473,3478,2,11,1901,869.3829787
18-10-2022,1202,1763,354,477,3796,18,10,2022,948.9255319,252,422,81,755,5,8,1902,251.7647059,1620,636,189,968,758,4172,7,9,1900,695.2916667,2173,794,466,3433,25,11,1901,858.2315789
19-10-2022,1171,1748,368,560,3847,19,10,2022,961.6896552,256,456,91,803,18,8,1902,267.6712329,1436,581,182,975,749,3924,23,9,1900,653.9791667,2213,767,409,3388,14,10,1901,846.96875
20-10-2022,1178,1789,370,499,3834,20,10,2022,958.6136364,252,424,85,760,15,8,1902,253.2380952,1501,573,174,945,765,3958,9,9,1900,659.6041667,0,0,0,0,20,10,1901,0
21-10-2022,1171,1733,340,461,3704,21,10,2022,926.0625,264,404,73,741,14,7,1902,246.959707,1566,584,181,946,758,4034,2,9,1900,672.4097222,2185,855,398,3437,2,11,1901,859.3617021
22-10-2022,1195,1728,340,441,3704,22,10,2022,925.9895833,231,407,71,708,13,7,1902,236.0701754,1529,596,185,919,737,3966,23,8,1900,661.0069444,2198,804,395,3397,22,10,1901,849.3125
23-10-2022,1218,1723,340,430,3711,23,10,2022,927.75,243,408,68,719,15,7,1902,239.6666667,1530,596,191,986,695,3998,26,8,1900,666.3333333,2197,848,390,3435,27,10,1901,858.75
24-10-2022,1244,1719,329,422,3714,24,10,2022,928.5104167,244,418,72,734,16,7,1902,244.5688889,1471,577,192,941,699,3880,31,8,1900,646.7291667,2097,865,465,3427,7,10,1901,856.7282609
25-10-2022,1175,1976,535,588,4274,25,10,2022,1068.416667,252,406,72,731,3,12,1902,243.543379,1277,584,191,1023,691,3766,30,8,1900,627.5902778,2050,690,448,3189,18,9,1901,797.2608696
26-10-2022,1208,1821,418,558,4005,26,10,2022,1001.270833,259,417,68,744,27,9,1902,248.0877193,1205,535,162,1002,704,3608,4,9,1900,601.2986111,2138,800,402,3341,23,8,1901,835.2291667
27-10-2022,1146,1754,393,460,3753,27,10,2022,938.1428571,230,405,69,704,26,7,1902,234.8125,1112,555,163,943,719,3493,21,8,1900,582.1388889,2117,782,475,3373,4,8,1901,843.2903226
28-10-2022,1177,1812,434,491,3914,28,10,2022,978.5479452,243,394,83,720,4,9,1902,240.1414141,985,528,156,929,723,3321,27,8,1900,553.5555556,2065,937,784,3786,6,7,1901,946.5365854
29-10-2022,1182,1803,400,473,3858,29,10,2022,964.3815789,231,406,85,722,21,8,1902,240.8115942,1044,525,143,928,697,3338,27,8,1900,556.2986111,2398,817,411,3625,9,7,1901,906.3229167
30-10-2022,1189,1767,387,499,3842,30,10,2022,960.4202899,238,392,82,712,17,8,1902,237.3137255,1155,566,154,916,690,3481,24,8,1900,580.2361111,2324,825,399,3548,2,8,1901,887.0416667
31-10-2022,1145,1731,360,480,3716,31,10,2022,928.9014085,248,407,70,725,16,7,1902,241.5438596,1048,531,157,932,678,3346,28,8,1900,557.6319444,2211,837,427,3475,10,7,1901,868.7263158
01-11-2022,1122,1699,333,452,3606,1,11,2022,901.4408602,235,413,73,721,19,6,1902,240.4848485,938,523,161,924,732,3279,27,8,1900,546.4166667,2166,805,418,3388,29,6,1901,846.9479167
02-11-2022,1142,1791,388,485,3807,2,11,2022,951.6708861,245,418,73,736,8,8,1902,245.3019608,928,493,160,921,746,3247,1,9,1900,541.1319444,0,0,0,0,24,6,1901,0
03-11-2022,1098,1786,382,528,3794,3,11,2022,948.4347826,228,410,87,725,5,8,1902,241.6329588,854,444,155,848,748,3049,28,8,1900,508.0972222,2177,855,443,3474,22,5,1901,868.6129032
04-11-2022,1136,1869,433,534,3973,4,11,2022,993.1323529,211,412,89,713,19,9,1902,237.5023474,839,492,137,778,743,2990,24,8,1900,498.3819444,2268,839,451,3558,12,5,1901,889.4731183
05-11-2022,1159,1857,387,519,3922,5,11,2022,980.4933333,192,402,75,668,6,9,1902,222.6166667,801,471,134,779,736,2921,9,8,1900,486.7569444,2487,858,522,3868,30,4,1901,966.8804348
06-11-2022,1157,1798,385,581,3922,6,11,2022,980.4,189,400,91,680,6,9,1902,226.5714286,627,379,130,769,662,2567,13,8,1900,427.8263889,2115,851,439,3405,2,3,1901,851.2842105
07-11-2022,1209,1883,381,582,4055,7,11,2022,1013.865385,171,412,74,657,9,10,1902,218.952381,701,434,146,827,686,2794,5,8,1900,465.5902778,2055,874,532,3461,9,4,1901,865.1724138
