Date,RM,RMF,Sec. cla fan,Raw mill-Aux,Total,Day,Month,Year,AVERAGE,CM,CMF,Coal mill-Aux,Total,Day,Month,Year,AVERAGE,IDF,BHF,MD,Cooler fans Clinker Tr.,Kiln-1-Aux,Total,DAY,MONTH,YEAR,AVERAGE,ZM,ZMF,Cement Mill-1-Aux,Total,DAY,MONTH,YEAR,AVERAGE
03-12-2022,0,0,0,0,0,3,12,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
04-12-2022,0,0,0,0,0,4,12,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
05-12-2022,0,0,0,0,0,5,12,2022,0,88,553,90,731,0,1,1900,243.7777778,0,0,0,0,0,0,30,8,1900,0,0,0,0,0,0,1,1900,0
06-12-2022,1118,1964,361,505,3948,6,12,2022,987.0350877,153,429,68,649,13,9,1902,216.3921569,933,423,161,719,795,3031,3,8,1900,505.1315789,0,0,0,0,19,5,1901,0
07-12-2022,1136,1964,339,454,3892,7,12,2022,972.989011,178,380,74,632,29,8,1902,210.6851852,1099,470,190,839,709,3308,28,7,1900,551.3888889,0,0,0,0,4,7,1901,0
08-12-2022,1168,1973,349,464,3954,8,12,2022,988.5116279,186,369,82,637,14,9,1902,212.2758621,1172,516,186,831,721,3426,30,7,1900,570.9930556,0,0,0,0,23,7,1901,0
09-12-2022,1134,1931,355,450,3869,9,12,2022,967.3736264,195,414,82,691,24,8,1902,230.4795322,1338,505,189,921,730,3683,17,8,1900,613.7847222,0,0,0,0,4,9,1901,0
10-12-2022,1147,1942,364,483,3936,10,12,2022,983.9220779,179,400,75,654,9,9,1902,218.0854701,1426,538,156,937,698,3754,5,8,1900,625.6805556,1791,991,596,3378,16,9,1901,844.4035088
11-12-2022,1147,1958,391,527,4024,11,12,2022,1005.887097,161,361,66,588,1,10,1902,195.9809524,1585,587,133,968,707,3980,13,7,1900,663.3178295,1786,836,566,3189,24,10,1901,797.1911765
12-12-2022,1142,1952,348,534,3976,12,12,2022,994.0357143,158,390,71,619,20,9,1902,206.2962963,1401,597,107,898,655,3657,24,7,1900,609.5347222,2028,881,477,3386,31,8,1901,846.5479452
13-12-2022,1144,1967,398,518,4027,13,12,2022,1006.694444,186,393,72,651,2,10,1902,216.9230769,1249,547,98,850,706,3449,3,8,1900,574.8257576,2008,792,446,3246,27,7,1901,811.4791667
14-12-2022,1164,1966,354,508,3992,14,12,2022,998.0795455,173,378,76,626,24,9,1902,208.8125,1421,563,177,856,726,3742,26,7,1900,623.7083333,1840,865,546,3251,14,9,1901,812.7888889
15-12-2022,1162,1935,354,551,4001,15,12,2022,1000.307692,187,378,73,637,26,9,1902,212.4791667,1290,570,192,925,718,3694,30,7,1900,615.7013889,1915,825,431,3171,6,9,1901,792.65625
16-12-2022,1136,2069,415,656,4276,16,12,2022,1069,169,378,70,617,4,12,1902,205.7904762,1296,581,174,909,726,3686,23,7,1900,614.2847222,2048,969,513,3529,5,9,1901,882.28125
17-12-2022,1171,2022,380,562,4136,17,12,2022,1034.072464,165,377,74,617,30,10,1902,205.5300546,1386,581,165,881,653,3667,23,7,1900,611.1736111,1947,826,492,3266,2,9,1901,816.4791667
18-12-2022,1200,1874,338,482,3894,18,12,2022,973.4090909,166,381,76,623,30,8,1902,207.7723577,1538,576,178,905,707,3904,25,7,1900,650.6666667,1782,820,472,3074,11,10,1901,768.3958333
19-12-2022,1233,1844,334,494,3904,19,12,2022,976.1111111,157,382,75,614,2,9,1902,204.7272727,1459,546,169,874,711,3758,22,7,1900,626.3819444,1865,828,398,3090,17,9,1901,772.5833333
20-12-2022,1170,1895,299,457,3821,20,12,2022,955.1397849,166,379,80,625,12,8,1902,208.3518519,1489,581,190,896,713,3869,26,7,1900,644.7916667,1983,823,414,3221,5,10,1901,805.1875
21-12-2022,1185,1942,321,465,3913,21,12,2022,978.311828,190,367,79,635,4,9,1902,211.6842105,1518,556,188,899,721,3883,29,7,1900,647.0833333,1970,859,445,3275,8,10,1901,818.6666667
22-12-2022,1178,1964,365,523,4030,22,12,2022,1007.514706,189,380,86,655,3,10,1902,218.1764706,1406,563,172,839,742,3722,5,8,1900,620.3611111,2030,828,473,3331,11,9,1901,832.6382979
23-12-2022,1183,1938,336,483,3940,23,12,2022,985.0744681,186,388,79,653,11,9,1902,217.6862745,1525,541,180,882,753,3881,4,8,1900,646.8055556,1997,824,443,3264,7,10,1901,815.9166667
24-12-2022,1212,2039,383,616,4250,24,12,2022,1062.522727,165,373,75,613,27,11,1902,204.238806,1195,588,172,849,731,3534,22,7,1900,589.0625,1958,840,407,3205,11,8,1901,801.2553191
25-12-2022,1362,2254,451,624,4691,25,12,2022,1172.705882,89,370,92,551,17,3,1903,183.6666667,1421,689,167,1101,1076,4455,1,7,1900,742.4166667,2057,905,453,3415,11,1,1902,853.7613636
26-12-2022,0,0,0,0,0,26,12,2022,0,48,439,113,599,0,1,1900,199.816092,0,0,0,0,0,0,17,7,1900,0,1811,875,509,3195,0,1,1900,798.7173913
27-12-2022,1127,2020,425,684,4255,27,12,2022,1063.828571,168,378,79,625,28,11,1902,208.3076923,1120,537,170,852,877,3556,26,7,1900,592.6406926,1900,878,456,3234,14,8,1901,808.5652174
28-12-2022,1183,2100,415,626,4325,28,12,2022,1081.127273,163,387,83,633,16,12,1902,211.010101,1111,536,143,865,746,3401,29,7,1900,566.8680556,1867,948,587,3403,19,7,1901,850.75
29-12-2022,1184,1998,367,552,4101,29,12,2022,1025.235294,177,382,82,641,21,10,1902,213.5833333,1110,542,131,857,748,3388,31,7,1900,564.7013889,1903,865,446,3214,17,7,1901,803.4831461
30-12-2022,1193,2004,378,570,4145,30,12,2022,1036.344828,149,383,83,615,1,11,1902,205.004329,1146,499,142,877,755,3419,23,7,1900,569.8055556,1881,843,403,3127,22,7,1901,781.6595745
31-12-2022,1207,2021,374,551,4152,31,12,2022,1038.102941,168,366,80,614,3,11,1902,204.6586345,1234,528,143,875,728,3507,22,7,1900,584.4444444,1854,823,416,3094,6,8,1901,773.4042553
01-01-2023,1222,2007,368,515,4112,1,1,2023,1028.041096,174,370,79,624,24,10,1902,207.8518519,1323,567,155,893,699,3637,25,7,1900,606.2361111,1785,803,447,3035,28,8,1901,758.8421053
02-01-2023,1221,2181,489,945,4836,2,1,2023,1209,185,439,91,714,23,4,1903,238.0833333,1259,786,135,1631,1464,5274,25,8,1900,878.9166667,1942,1107,539,3588,27,5,1902,896.9027778
03-01-2023,0,0,0,0,0,3,1,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1856,863,388,3107,0,1,1900,776.6736842
04-01-2023,0,0,0,0,0,4,1,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1801,847,446,3094,0,1,1900,773.4
05-01-2023,0,0,0,0,0,5,1,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1880,1002,498,3380,0,1,1900,845.0540541
06-01-2023,0,0,0,0,0,6,1,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1872,893,482,3247,0,1,1900,811.7446809
07-01-2023,0,0,0,0,0,7,1,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
08-01-2023,0,0,0,0,0,8,1,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1800,2670,1212,5682,0,1,1900,1420.375
09-01-2023,0,0,0,0,0,9,1,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1868,1045,590,3503,0,1,1900,875.7647059
10-01-2023,0,0,0,0,0,10,1,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1762,954,488,3205,0,1,1900,801.1956522
11-01-2023,0,0,0,0,0,11,1,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1762,954,488,3205,0,1,1900,801.1956522
12-01-2023,0,0,0,0,0,12,1,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1665,1364,663,3692,0,1,1900,922.875
13-01-2023,0,0,0,0,0,13,1,2023,0,106,403,65,574,0,1,1900,191.2463768,998,540,145,789,1417,3889,9,7,1900,648.1851852,1818,1287,644,3749,9,10,1901,937.2575758
14-01-2023,1226,1895,330,434,3886,14,1,2023,971.5520833,160,397,83,640,28,8,1902,213.2962963,1210,495,184,802,803,3494,31,7,1900,582.2847222,1947,880,501,3328,4,8,1901,831.9130435
15-01-2023,1255,1941,298,428,3922,15,1,2023,980.5,171,410,86,667,6,9,1902,222.3333333,1372,538,198,838,815,3761,9,8,1900,626.8333333,1954,824,421,3199,17,9,1901,799.75
16-01-2023,1271,1947,294,425,3937,16,1,2023,984.1354167,162,396,78,637,10,9,1902,212.2962963,1493,574,190,920,812,3988,30,7,1900,664.6111111,1936,849,427,3212,25,10,1901,803.0869565
17-01-2023,1250,1926,283,420,3879,17,1,2023,969.71875,178,398,80,655,26,8,1902,218.4864865,1490,559,203,978,806,4035,5,8,1900,672.5,1942,916,580,3438,2,11,1901,859.4230769
18-01-2023,1240,1958,343,482,4023,18,1,2023,1005.6625,181,396,99,675,1,10,1902,225.0410959,1463,525,188,987,815,3978,12,8,1900,662.9791667,2076,1135,913,4125,23,10,1901,1031.192308
19-01-2023,1227,1966,333,456,3981,19,1,2023,995.3548387,175,395,93,663,21,9,1902,220.8571429,1524,515,219,929,841,4028,7,8,1900,671.3263889,0,0,0,0,1,11,1901,0
20-01-2023,1255,1949,311,458,3973,20,1,2023,993.2083333,168,384,93,645,19,9,1902,214.8636364,1557,517,212,937,797,4020,1,8,1900,669.9166667,1863,873,411,3147,30,10,1901,786.7291667
21-01-2023,1233,1943,330,439,3945,21,1,2023,986.1702128,184,381,74,639,12,9,1902,212.9042146,1523,523,199,868,760,3872,30,7,1900,645.3402778,1863,822,401,3085,6,10,1901,771.25
22-01-2023,1221,1969,344,463,3997,22,1,2023,999.25,174,375,73,622,25,9,1902,207.3108614,1424,507,210,844,704,3688,25,7,1900,614.6875,1880,809,442,3131,5,9,1901,782.7916667
23-01-2023,1270,1939,340,426,3975,23,1,2023,993.6354167,167,370,74,611,19,9,1902,203.6592593,1526,464,221,843,724,3779,21,7,1900,629.7708333,1951,802,405,3158,20,9,1901,789.4791667
24-01-2023,1202,1966,346,479,3992,24,1,2023,998.04,162,362,72,596,24,9,1902,198.5917603,1456,509,206,852,735,3758,16,7,1900,626.2777778,1865,854,425,3145,17,9,1901,786.25
25-01-2023,1201,2023,369,494,4087,25,1,2023,1021.75,192,360,70,622,17,10,1902,207.3333333,1445,571,209,868,739,3832,25,7,1900,638.6666667,1907,828,417,3152,29,9,1901,788
26-01-2023,1200,1944,330,464,3938,26,1,2023,984.5543478,205,359,75,639,10,9,1902,212.8518519,1547,510,218,817,728,3820,30,7,1900,636.6597222,1929,794,414,3137,27,9,1901,784.3020833
27-01-2023,1187,1991,363,475,4015,27,1,2023,1003.852273,225,391,79,694,29,9,1902,231.4712644,1573,537,237,848,738,3932,18,8,1900,655.3541667,1942,841,474,3257,16,10,1901,814.3125
28-01-2023,1208,1851,309,457,3825,28,1,2023,956.1666667,211,401,74,686,13,8,1902,228.6470588,1577,552,209,906,753,3996,15,8,1900,666.0138889,1925,858,409,3191,27,10,1901,797.8125
29-01-2023,1230,1804,356,515,3905,29,1,2023,976.2272727,172,388,74,634,2,9,1902,211.4311111,1372,499,193,911,793,3768,29,7,1900,628.0078431,1946,857,404,3207,19,9,1901,801.7083333
30-01-2023,1216,1798,328,475,3817,30,1,2023,954.3522727,171,360,68,599,11,8,1902,199.7854406,1519,507,186,882,739,3834,17,7,1900,639,1926,805,479,3210,30,9,1901,802.59375
31-01-2023,1211,1822,355,553,3941,31,1,2023,985.3396226,170,359,61,590,11,9,1902,196.7575758,1396,582,198,877,724,3777,14,7,1900,629.4791667,1863,840,409,3113,20,9,1901,778.125
01-02-2023,1208,1726,294,442,3670,1,2,2023,917.4791667,189,360,66,615,5,7,1902,205.0823529,1607,576,202,873,751,4010,23,7,1900,668.2708333,1932,832,403,3167,29,10,1901,791.84375
02-02-2023,1237,1734,289,447,3707,2,2,2023,926.6956522,215,360,87,662,14,7,1902,220.7474747,1469,537,198,869,749,3822,7,8,1900,636.9791667,2065,820,502,3387,27,9,1901,846.8333333
03-02-2023,1224,1700,283,436,3643,3,2,2023,910.6666667,192,386,92,670,28,6,1902,223.4666667,1342,497,188,861,727,3613,10,8,1900,602.1736111,2085,827,437,3349,24,8,1901,837.1875
04-02-2023,1201,1790,355,449,3796,4,2,2023,948.9767442,177,371,82,630,5,8,1902,210.0196078,1022,409,179,879,747,3234,28,7,1900,539.0347222,2106,823,398,3327,22,6,1901,831.7291667
05-02-2023,1211,1732,377,438,3758,5,2,2023,939.4823529,192,365,79,635,27,7,1902,211.7373737,996,392,181,877,751,3199,29,7,1900,533.0902778,2144,824,416,3384,16,6,1901,845.9791667
06-02-2023,1202,1772,362,461,3797,6,2,2023,949.2727273,183,350,77,610,6,8,1902,203.4949495,932,374,166,854,750,3075,21,7,1900,512.5763889,2222,823,387,3433,26,5,1901,858.1979167
07-02-2023,1236,1934,333,538,4042,7,2,2023,1010.425926,183,357,68,609,6,10,1902,202.962963,936,422,175,858,702,3093,20,7,1900,515.4375,2124,819,412,3356,29,5,1901,838.96875
08-02-2023,1177,1914,360,476,3927,8,2,2023,981.7407407,183,352,77,612,7,9,1902,203.8333333,980,412,188,887,730,3196,21,7,1900,532.7013889,0,0,0,0,15,6,1901,0
09-02-2023,1164,1940,384,484,3972,9,2,2023,992.987013,182,361,79,621,18,9,1902,207.1568627,978,404,204,836,734,3157,25,7,1900,526.125,1901,930,450,3281,9,6,1901,820.3255814
10-02-2023,1249,1933,303,468,3953,10,2,2023,988.3421053,194,354,78,627,14,9,1902,208.9389671,973,398,178,821,708,3078,26,7,1900,512.9444444,2070,857,406,3333,26,5,1901,833.1595745
11-02-2023,1198,1962,374,487,4021,11,2,2023,1005.304348,197,361,77,634,1,10,1902,211.447619,979,428,176,820,711,3114,29,7,1900,518.9652778,2162,831,459,3453,1,6,1901,863.15625
12-02-2023,1222,1968,366,484,4040,12,2,2023,1010.1,202,353,86,641,6,10,1902,213.6830601,1010,445,174,873,747,3249,31,7,1900,541.5,2148,819,407,3374,24,6,1901,843.4583333
13-02-2023,1167,1974,372,493,4006,13,2,2023,1001.580645,194,342,73,609,27,9,1902,203.0940171,1030,469,177,843,686,3205,21,7,1900,534.1041667,2087,841,405,3333,17,6,1901,833.1666667
14-02-2023,1145,1947,370,484,3945,14,2,2023,986.296875,204,344,71,619,12,9,1902,206.4711111,992,442,167,812,684,3097,24,7,1900,516.2430556,2069,848,435,3352,30,5,1901,837.9270833
15-02-2023,1098,1911,376,464,3849,15,2,2023,962.2077922,251,357,82,690,19,8,1902,229.8518519,1032,477,178,827,689,3203,16,8,1900,533.7569444,2128,821,454,3402,16,6,1901,850.59375
16-02-2023,1133,1902,379,444,3858,16,2,2023,964.3780488,243,348,82,673,21,8,1902,224.2515723,954,400,166,820,675,3015,11,8,1900,502.4722222,1993,941,466,3399,16,5,1901,849.8181818
17-02-2023,1096,1952,400,517,3965,17,2,2023,991.1864407,222,345,81,647,17,9,1902,215.7142857,981,446,168,853,682,3130,2,8,1900,521.6458333,2073,842,428,3343,4,6,1901,835.8229167
18-02-2023,992,1609,342,415,3358,18,2,2023,839.4893617,225,338,83,646,18,4,1902,215.3066667,997,424,155,865,675,3116,2,8,1900,519.2847222,1947,853,464,3264,2,6,1901,815.8958333
19-02-2023,1013,1508,341,419,3281,19,2,2023,820.195122,228,339,82,648,30,3,1902,216.0555556,1070,452,161,904,784,3372,3,8,1900,561.9186992,1923,845,464,3232,14,7,1901,808.1145833
20-02-2023,964,1561,344,447,3316,20,2,2023,828.9880952,222,328,77,627,7,4,1902,209.005848,1109,487,144,810,697,3248,27,7,1900,541.2708333,2028,838,423,3289,24,6,1901,822.1875
21-02-2023,1087,1747,335,433,3602,21,2,2023,900.4583333,231,328,75,634,18,6,1902,211.4152047,1255,523,184,856,688,3506,29,7,1900,584.375,1884,842,414,3141,6,8,1901,785.2083333
22-02-2023,1124,1891,362,533,3911,22,2,2023,977.6415094,253,359,91,704,3,9,1902,234.619883,1099,536,157,846,685,3322,21,8,1900,553.6458333,1860,849,427,3136,6,7,1901,783.9583333
23-02-2023,1157,1914,390,510,3971,23,2,2023,992.7011494,240,350,112,702,18,9,1902,234.1333333,1348,537,167,864,713,3629,21,8,1900,604.8055556,2003,830,448,3282,26,8,1901,820.4479167
24-02-2023,1184,1929,354,503,3972,24,2,2023,992.9148936,228,334,101,663,18,9,1902,220.952381,1470,562,187,907,715,3841,7,8,1900,640.2083333,1960,840,421,3220,1,10,1901,805.1041667
25-02-2023,1184,1909,348,487,3928,25,2,2023,981.96875,235,338,98,671,7,9,1902,223.7708333,1541,545,201,896,747,3930,10,8,1900,654.9930556,1929,878,443,3251,15,10,1901,812.7912088
26-02-2023,1215,1927,311,444,3897,26,2,2023,974.1458333,223,335,82,641,31,8,1902,213.5962441,1467,507,197,852,739,3762,31,7,1900,627.0694444,1932,852,438,3222,18,9,1901,805.53125
27-02-2023,1201,1936,356,495,3988,27,2,2023,997.0119048,225,337,89,651,23,9,1902,217.0114943,1237,519,204,876,712,3548,4,8,1900,591.3263889,2068,1735,1429,5232,13,8,1901,1307.875
28-02-2023,1108,1757,309,473,3646,28,2,2023,911.5425532,268,339,86,692,29,6,1902,230.8125,1513,583,212,886,760,3954,17,8,1900,658.9375,1939,865,406,3211,19,10,1901,802.6703297
01-03-2023,1198,1911,350,508,3967,1,3,2023,991.7571429,239,342,83,663,17,9,1902,221.1525424,1557,534,187,929,783,3990,8,8,1900,664.9348659,1912,860,400,3172,25,10,1901,793.0729167
02-03-2023,1168,1931,362,503,3963,2,3,2023,990.8172043,250,344,88,683,16,9,1902,227.7171717,1598,574,213,894,779,4058,14,8,1900,676.2638889,1927,992,536,3456,6,11,1901,863.9076923
03-03-2023,1074,1714,358,456,3601,3,3,2023,900.2258065,234,336,66,636,18,6,1902,212.040404,1608,625,199,851,752,4035,30,7,1900,672.4583333,2120,845,444,3409,2,11,1901,852.2083333
04-03-2023,1014,1600,348,416,3378,4,3,2023,844.375,256,330,71,658,23,4,1902,219.1960784,1746,667,233,857,760,4263,6,8,1900,710.4722222,1957,824,421,3202,10,12,1901,800.4270833
05-03-2023,1036,1775,380,443,3635,5,3,2023,908.627907,251,337,70,658,26,6,1902,219.2615385,1605,608,188,841,722,3964,6,8,1900,660.7083333,1961,827,458,3246,21,10,1901,811.53125
06-03-2023,1151,1806,345,444,3747,6,3,2023,936.6354167,256,348,78,682,24,7,1902,227.4213836,1466,584,202,865,718,3835,14,8,1900,639.2361111,1909,835,434,3178,30,9,1901,794.5729167
07-03-2023,1163,1870,361,523,3918,7,3,2023,979.45,242,346,67,655,5,9,1902,218.2285714,1412,574,199,861,708,3754,5,8,1900,625.6875,1918,853,396,3166,16,9,1901,791.4583333
08-03-2023,1214,1902,349,463,3929,8,3,2023,982.1648352,268,339,72,679,8,9,1902,226.3636364,1534,552,194,877,714,3871,13,8,1900,645.1319444,1909,839,451,3199,6,10,1901,799.7083333
09-03-2023,1227,1889,352,451,3919,9,3,2023,979.8125,249,331,77,657,5,9,1902,219.047619,1532,562,213,839,738,3884,6,8,1900,647.3333333,2036,833,402,3271,8,10,1901,817.84375
10-03-2023,1106,2033,546,831,4516,10,3,2023,1129.043478,270,351,77,697,2,2,1903,232.3151515,1209,600,199,829,716,3553,19,8,1900,592.2068966,2060,825,427,3313,14,8,1901,828.1875
11-03-2023,1114,1826,368,444,3752,11,3,2023,937.967033,278,346,75,699,25,7,1902,233.1503268,1284,539,202,838,707,3570,20,8,1900,595,1837,870,457,3164,17,8,1901,791
12-03-2023,1033,1784,424,583,3824,12,3,2023,956,263,333,72,668,13,8,1902,222.7126437,928,484,159,836,690,3097,9,8,1900,516.1458333,2100,889,410,3400,30,5,1901,849.875
13-03-2023,1086,1860,386,526,3857,13,3,2023,964.3461538,226,319,68,612,21,8,1902,204.047619,1096,526,178,854,699,3354,22,7,1900,558.9820789,2103,810,584,3497,11,7,1901,874.3258427
14-03-2023,1181,1908,340,436,3866,14,3,2023,966.5,250,321,74,645,23,8,1902,214.875,1475,538,199,862,738,3812,1,8,1900,635.3194444,1952,850,470,3272,26,9,1901,818.0208333
15-03-2023,1193,1918,353,461,3925,15,3,2023,981.3095238,238,319,64,622,7,9,1902,207.1711712,1582,581,221,857,752,3992,25,7,1900,665.3958333,1884,871,403,3157,26,10,1901,789.3368421
16-03-2023,1189,1924,353,444,3910,16,3,2023,977.4583333,255,323,74,652,3,9,1902,217.3333333,1684,582,209,849,691,4015,4,8,1900,669.1458333,1978,849,406,3233,30,10,1901,808.25
17-03-2023,1178,1914,352,443,3887,17,3,2023,971.8541667,259,326,74,659,28,8,1902,219.7810945,1580,548,214,873,673,3888,6,8,1900,648.0069444,1871,858,389,3117,9,10,1901,779.25
18-03-2023,1185,1925,344,441,3895,18,3,2023,973.8333333,247,324,68,639,30,8,1902,212.9215686,1690,574,208,845,693,4011,30,7,1900,668.4722222,2001,848,390,3239,29,10,1901,809.8333333
19-03-2023,1136,1976,378,492,3981,19,3,2023,995.3333333,244,320,77,641,21,9,1902,213.7916667,1524,581,202,841,672,3819,31,7,1900,636.5486111,2020,844,466,3330,27,9,1901,832.3894737
20-03-2023,1160,1918,361,451,3890,20,3,2023,972.5638298,268,339,80,688,29,8,1902,229.2888889,1614,573,216,890,684,3977,16,8,1900,662.8611111,1887,846,459,3192,23,10,1901,798.0416667
21-03-2023,1148,1924,353,487,3912,21,3,2023,978.0769231,249,330,72,652,4,9,1902,217.2307692,1526,577,206,881,682,3873,4,8,1900,645.4305556,1910,826,423,3159,6,10,1901,789.71875
22-03-2023,1170,1920,355,457,3902,22,3,2023,975.53125,249,329,76,654,1,9,1902,217.959596,1663,599,200,890,689,4041,4,8,1900,673.5763889,1945,1040,699,3684,3,11,1901,921
23-03-2023,1205,1933,337,461,3936,23,3,2023,984,272,316,70,658,10,9,1902,219.3333333,1637,553,201,861,696,3948,6,8,1900,658,2039,860,419,3318,19,10,1901,829.5
24-03-2023,1213,1930,335,471,3950,24,3,2023,987.4719101,257,331,68,657,13,9,1902,218.8431373,1476,533,209,841,727,3786,5,8,1900,630.9236111,2181,839,449,3468,21,9,1901,867.0833333
25-03-2023,1208,1963,349,514,4033,25,3,2023,1008.25,253,341,70,665,4,10,1902,221.6239316,1291,542,222,824,711,3589,8,8,1900,598.125,2088,850,388,3326,20,8,1901,831.4583333
26-03-2023,1203,1934,341,465,3942,26,3,2023,985.5368421,252,329,66,647,11,9,1902,215.6576577,1521,599,193,818,718,3847,2,8,1900,641.2291667,2196,834,430,3460,2,10,1901,864.8854167
27-03-2023,1204,1965,354,464,3986,27,3,2023,996.5617978,264,349,74,687,22,9,1902,229.0095238,1382,565,193,859,745,3744,16,8,1900,623.9861111,2098,816,454,3368,14,9,1901,841.9479167
28-03-2023,1182,1969,356,520,4027,28,3,2023,1006.79661,266,353,68,686,2,10,1902,228.7179487,1041,522,163,818,670,3214,15,8,1900,535.6041667,2138,893,426,3457,18,6,1901,864.3043478
29-03-2023,1163,1939,336,450,3888,29,3,2023,971.9659091,270,308,66,644,28,8,1902,214.7148594,1157,524,188,829,671,3370,1,8,1900,561.6111111,2142,833,419,3394,14,7,1901,848.5208333
30-03-2023,1196,1955,318,437,3906,30,3,2023,976.4090909,286,317,69,672,2,9,1902,224.0995025,1345,554,220,862,691,3672,11,8,1900,611.9722222,2000,848,408,3256,2,9,1901,813.9042553
31-03-2023,1188,1955,350,458,3952,31,3,2023,987.9761905,299,308,67,674,13,9,1902,224.6888889,1290,531,209,868,678,3576,11,8,1900,596.0416667,2256,818,466,3539,18,8,1901,884.8125
01-04-2023,1190,1871,320,420,3800,1,4,2023,950.0729167,291,307,61,658,7,8,1902,219.4666667,1338,507,220,857,667,3589,6,8,1900,598.125,2004,846,386,3236,20,8,1901,809.0208333
02-04-2023,1212,1956,364,489,4022,2,4,2023,1005.397059,285,310,62,657,1,10,1902,218.9859155,1315,536,222,849,679,3601,5,8,1900,600.1666667,2040,847,374,3262,22,8,1901,815.375
03-04-2023,1151,1897,327,431,3806,3,4,2023,951.393617,293,326,67,686,8,8,1902,228.7428571,1436,559,227,852,691,3765,15,8,1900,627.5486111,1972,838,387,3197,18,9,1901,799.3333333
04-04-2023,1169,1894,305,427,3796,4,4,2023,948.9042553,262,322,58,642,5,8,1902,213.9710145,1402,523,227,856,699,3708,31,7,1900,617.9861111,2130,825,389,3344,8,9,1901,835.9270833
05-04-2023,1200,1891,361,441,3893,5,4,2023,973.2444444,279,324,57,661,30,8,1902,220.195122,1311,513,214,890,716,3645,7,8,1900,607.4513889,2057,834,432,3323,29,8,1901,830.8125
06-04-2023,1163,1869,360,441,3833,6,4,2023,958.3181818,268,314,61,643,15,8,1902,214.4509804,1325,568,204,869,686,3651,1,8,1900,608.5486111,2070,874,423,3368,30,8,1901,841.9166667
07-04-2023,1173,1903,378,440,3894,7,4,2023,973.4777778,258,317,60,635,30,8,1902,211.754386,1256,519,203,868,690,3536,29,7,1900,589.2847222,2021,849,396,3266,11,8,1901,816.46875
08-04-2023,1157,1889,353,510,3910,8,4,2023,977.4444444,262,320,58,639,3,9,1902,212.8735632,1134,492,201,852,681,3361,30,7,1900,560.125,2212,844,401,3458,13,7,1901,864.4895833
09-04-2023,1184,1815,350,425,3775,9,4,2023,943.6382979,274,319,59,652,31,7,1902,217.2444444,1179,433,201,867,681,3361,4,8,1900,560.1388889,2092,845,419,3356,13,7,1901,838.9166667
10-04-2023,1196,1815,332,439,3781,10,4,2023,945.2903226,255,315,59,629,2,8,1902,209.6851852,1181,494,214,901,718,3508,27,7,1900,584.7083333,0,0,0,0,6,8,1901,0
11-04-2023,1137,1818,337,433,3724,11,4,2023,931.0957447,242,314,57,613,19,7,1902,204.3727599,1287,505,199,942,738,3671,22,7,1900,611.7916667,0,0,0,0,2,9,1901,0
12-04-2023,1066,1890,395,536,3886,12,4,2023,971.5964912,252,313,65,630,28,8,1902,209.982906,1199,570,212,880,659,3520,27,7,1900,586.6944444,2097,850,373,3320,8,8,1901,830.0212766
13-04-2023,1148,1794,345,436,3723,13,4,2023,930.7157895,249,330,64,643,18,7,1902,214.2342342,1377,550,240,887,695,3749,1,8,1900,624.8333333,2014,853,450,3317,15,9,1901,829.2105263
14-04-2023,1178,1864,399,538,3980,14,4,2023,994.9830508,247,314,64,625,20,9,1902,208.4977778,1320,584,219,918,668,3708,26,7,1900,617.9930556,2130,842,437,3409,8,9,1901,852.2916667
15-04-2023,0,0,0,0,0,15,4,2023,0,227,314,63,605,0,1,1900,201.6428571,915,556,187,779,605,3042,19,7,1900,506.9791667,2037,853,462,3351,20,5,1901,837.8020833
16-04-2023,1133,1796,377,474,3781,16,4,2023,945.2567568,231,333,67,631,2,8,1902,210.2138365,788,461,189,813,725,2975,28,7,1900,495.8726592,2117,867,461,3445,9,5,1901,861.3191489
17-04-2023,1191,1831,390,484,3896,17,4,2023,974.0724638,238,334,73,645,31,8,1902,214.9005848,1119,580,215,978,717,3608,1,8,1900,601.4097222,2085,853,416,3353,23,8,1901,838.3707865
18-04-2023,1181,1752,335,417,3684,18,4,2023,920.9583333,244,320,61,626,8,7,1902,208.5464481,900,523,209,1056,722,3410,26,7,1900,568.4097222,2010,856,542,3409,21,7,1901,852.15625
